,Population,Magnitude,Depth,Distance_from_the_epicenter,Secondary effects,Architechture,destructiveness,City
1498,Populated,41,494,2745,No,Good,Low,Philadelphia
1499,Unpopulated,53,354,7427,No,Bad,Low,Buford
1500,Populated,79,177,4568,No,Bad,High,Philadelphia
1501,Populated ,57,452,3814,No,Good ,Low,Buford
1502,Unpopulated,69,14,7930,No,Bad,High,Buford
1503,Populated ,31,513,9296,No,Good,Low,Buford
1504,Populated ,47,637,8700,No,Good,Low,Buford
1505,Unpopulated,43,52,5758,No,Good,Low,Buford
1506,Populated ,72,686,6182,No,Good,High,Buford
1507,Unpopulated,74,377,5324,Yes,Bad,High,Buford
1508,Populated ,41,62,9997,No,Good,Low,Buford
1509,Unpopulated,68,536,3685,yes,Bad,Low,Buford
1510,Populated,48,198,6681,No,Good,Low,Philadelphia
1511,Unpopulated,37,244,7702,No,Bad,Low,Buford
1512,Populated,36,271,1027,No,Bad,Low,Philadelphia
1513,Populated ,49,225,3615,No,Good ,Low,Buford
1514,Unpopulated,47,476,8085,No,Bad,Low,Buford
1515,Populated ,38,241,9918,No,Good,Low,Buford
1516,Populated ,75,315,2719,No,Good,High,Buford
1517,Unpopulated,60,255,8848,No,Good,Low,Buford
1518,Populated ,63,596,1703,No,Good,Low,Buford
1519,Unpopulated,71,254,9947,No,Bad,High,Buford
1520,Populated ,64,174,4919,Yes,Good,Low,Buford
1521,Unpopulated,73,547,6754,No,Bad,High,Buford
1522,Populated,46,524,3896,yes,Good,Low,Philadelphia
1523,Unpopulated,63,164,631,No,Bad,Low,Buford
1524,Populated,43,175,3645,No,Bad,Low,Philadelphia
1525,Populated ,51,149,5179,No,Good ,Low,Buford
1526,Unpopulated,63,227,2516,No,Bad,Low,Buford
1527,Populated ,69,63,6807,No,Good,High,Buford
1528,Populated ,46,675,8178,No,Good,Low,Buford
1529,Unpopulated,70,194,2932,No,Good,High,Buford
1530,Populated ,62,520,8144,No,Good,Low,Buford
1531,Unpopulated,68,494,2588,No,Bad,Low,Buford
1532,Populated ,42,134,739,No,Good,Low,Buford
1533,Unpopulated,31,411,6902,Yes,Bad,Low,Buford
1534,Populated,80,674,8501,No,Good,High,Philadelphia
1535,Unpopulated,59,143,5416,yes,Bad,Low,Buford
1536,Populated,33,698,4598,No,Bad,Low,Philadelphia
1537,Populated ,80,152,8178,No,Good ,High,Buford
1538,Unpopulated,32,145,8296,No,Bad,Low,Buford
1539,Populated ,31,465,5759,No,Good,Low,Buford
1540,Populated ,68,16,1085,No,Good,Low,Buford
1541,Unpopulated,75,543,4713,No,Good,High,Buford
1542,Populated ,44,528,5697,No,Good,Low,Buford
1543,Unpopulated,73,608,1601,No,Bad,High,Buford
1544,Populated ,42,269,545,No,Good,Low,Buford
1545,Unpopulated,50,697,2428,No,Bad,Low,Buford
1546,Populated,48,63,1878,Yes,Good,Low,Philadelphia
1547,Unpopulated,36,450,779,No,Bad,Low,Buford
1548,Populated,59,521,7121,yes,Bad,Low,Philadelphia
1549,Populated ,80,691,4146,No,Good ,High,Buford
1550,Unpopulated,38,352,5413,No,Bad,Low,Buford
1551,Populated ,76,306,7996,No,Good,High,Buford
1552,Populated ,33,636,6516,No,Good,Low,Buford
1553,Unpopulated,31,552,2662,No,Good,Low,Buford
1554,Populated ,54,611,4707,No,Good,Low,Buford
1555,Unpopulated,43,224,8138,No,Bad,Low,Buford
1556,Populated ,36,389,4622,No,Good,Low,Buford
1557,Unpopulated,64,671,9158,No,Bad,Low,Buford
1558,Populated,34,36,1859,No,Good,Low,Philadelphia
1559,Unpopulated,35,325,6901,Yes,Bad,Low,Buford
1560,Populated,55,485,667,No,Bad,Low,Philadelphia
1561,Populated ,77,627,5985,yes,Good ,High,Buford
1562,Unpopulated,41,579,9072,No,Bad,Low,Buford
1563,Populated ,74,506,1158,No,Good,High,Buford
1564,Populated ,48,557,828,No,Good,Low,Buford
1565,Unpopulated,69,185,5532,No,Good,High,Buford
1566,Populated ,49,333,6343,No,Good,Low,Buford
1567,Unpopulated,34,147,9613,No,Bad,Low,Buford
1568,Populated ,42,680,2945,No,Good,Low,Buford
1569,Unpopulated,71,72,4847,No,Bad,High,Buford
1570,Populated,36,71,1037,No,Good,Low,Philadelphia
1571,Unpopulated,54,338,900,No,Bad,Low,Buford
1572,Populated,80,90,2282,Yes,Bad,High,Philadelphia
1573,Populated ,46,358,340,No,Good ,Low,Buford
1574,Unpopulated,36,371,7270,yes,Bad,Low,Buford
1575,Populated ,65,236,8885,No,Good,Low,Buford
1576,Populated ,68,263,8442,No,Good,Low,Buford
1577,Unpopulated,57,61,2372,No,Good,Low,Buford
1578,Populated ,57,674,3302,No,Good,Low,Buford
1579,Unpopulated,49,559,8583,No,Bad,Low,Buford
1580,Populated ,64,260,7887,No,Good,Low,Buford
1581,Unpopulated,44,315,8349,No,Bad,Low,Buford
1582,Populated,78,267,9813,No,Good,High,Philadelphia
1583,Unpopulated,58,57,1342,No,Bad,Low,Buford
1584,Populated,79,520,6497,No,Bad,High,Philadelphia
1585,Populated ,73,577,9347,Yes,Good ,High,Buford
1586,Unpopulated,33,484,7781,No,Bad,Low,Buford
1587,Populated ,40,174,7715,yes,Good,Low,Buford
1588,Populated ,61,8,6409,No,Good,Low,Buford
1589,Unpopulated,41,600,5072,No,Good,Low,Buford
1590,Populated ,53,60,3393,No,Good,Low,Buford
1591,Unpopulated,44,548,6087,No,Bad,Low,Buford
1592,Populated ,70,427,3681,No,Good ,High,Buford
1593,Unpopulated,31,515,5233,No,Bad,Low,Buford
1594,Populated ,58,565,2099,No,Good,Low,Buford
1595,Populated ,68,340,8626,No,Good,Low,Buford
1596,Unpopulated,67,210,6387,No,Good,Low,Buford
1597,Populated ,35,284,2126,No,Good,Low,Buford
1598,Unpopulated,75,98,211,No,Bad,High,Buford
1599,Populated ,64,237,9295,No,Good,Low,Buford
1600,Unpopulated,37,218,9194,No,Bad,Low,Buford
1601,Populated,70,650,6063,No,Good,High,Philadelphia
1602,Unpopulated,58,198,615,Yes,Bad,Low,Buford
1603,Populated,80,171,7722,No,Bad,High,Philadelphia
1604,Populated ,36,324,6365,yes,Good ,Low,Buford
1605,Unpopulated,80,387,2526,No,Bad,High,Buford
1606,Populated ,62,662,7849,No,Good,Low,Buford
1607,Populated ,39,589,5360,No,Good,Low,Buford
1608,Unpopulated,53,567,8058,No,Good,Low,Buford
1609,Populated ,32,574,37,No,Good,Low,Buford
1610,Unpopulated,42,84,3774,No,Bad,Low,Buford
1611,Populated ,31,698,5842,No,Good,Low,Buford
1612,Unpopulated,57,689,8692,No,Bad,Low,Buford
1613,Populated,49,608,4827,No,Good,Low,Philadelphia
1614,Unpopulated,38,512,7858,No,Bad,Low,Buford
1615,Populated,67,18,23,Yes,Bad,Low,Philadelphia
1616,Populated ,30,499,5267,No,Good ,Low,Buford
1617,Unpopulated,30,410,6614,yes,Bad,Low,Buford
1618,Populated ,57,699,7789,No,Good,Low,Buford
1619,Populated ,44,345,9475,No,Good,Low,Buford
1620,Unpopulated,33,637,3895,No,Good,Low,Buford
1621,Populated ,35,332,6512,No,Good,Low,Buford
1622,Unpopulated,33,60,7218,No,Bad,Low,Buford
1623,Populated ,50,107,9856,No,Good,Low,Buford
1624,Unpopulated,73,359,1346,No,Bad,High,Buford
1625,Populated,63,516,751,No,Good,Low,Philadelphia
1626,Unpopulated,36,443,7647,No,Bad,Low,Buford
1627,Populated,67,594,9833,No,Bad,Low,Philadelphia
1628,Populated ,45,620,7898,Yes,Good ,Low,Buford
1629,Unpopulated,33,10,5897,No,Bad,Low,Buford
1630,Populated ,52,38,5437,yes,Good,Low,Buford
1631,Populated ,43,310,1038,No,Good,Low,Buford
1632,Unpopulated,42,526,3572,No,Good,Low,Buford
1633,Populated ,79,195,3859,No,Good,High,Buford
1634,Unpopulated,54,34,8049,No,Bad,Low,Buford
1635,Populated ,69,90,8772,No,Good,High,Buford
1636,Unpopulated,39,60,3385,No,Bad,Low,Buford
1637,Populated,41,552,9992,No,Good,Low,Philadelphia
1638,Unpopulated,58,567,1891,No,Bad,Low,Buford
1639,Populated,80,87,508,No,Bad,High,Philadelphia
1640,Populated ,69,580,280,No,Good ,High,Buford
1641,Unpopulated,38,580,6810,Yes,Bad,Low,Buford
1642,Populated ,51,223,559,No,Good,Low,Buford
1643,Populated ,64,415,9551,yes,Good,Low,Buford
1644,Unpopulated,30,148,7248,No,Good,Low,Buford
1645,Populated ,36,429,5972,No,Good,Low,Buford
1646,Unpopulated,56,64,9202,No,Bad,Low,Buford
1647,Populated ,55,30,3894,No,Good,Low,Buford
1648,Unpopulated,60,432,2793,No,Bad,Low,Buford
1649,Populated,77,205,4113,No,Good,High,Philadelphia
1650,Unpopulated,41,486,7861,No,Bad,Low,Buford
1651,Populated,66,117,4364,No,Bad,Low,Philadelphia
1652,Populated ,58,631,5966,No,Good ,Low,Buford
1653,Unpopulated,60,607,5097,No,Bad,Low,Buford
1654,Populated ,54,456,5161,Yes,Good,Low,Buford
1655,Populated ,49,420,6938,No,Good,Low,Buford
1656,Unpopulated,38,188,8417,yes,Good,Low,Buford
1657,Populated ,60,679,9374,No,Good,Low,Buford
1658,Unpopulated,38,159,737,No,Bad,Low,Buford
1659,Populated ,77,311,4343,No,Good,High,Buford
1660,Unpopulated,63,43,8312,No,Bad,Low,Buford
1661,Populated,55,661,7247,No,Good,Low,Philadelphia
1662,Unpopulated,65,348,1437,No,Bad,Low,Buford
1663,Populated,64,414,4090,No,Bad,Low,Philadelphia
1664,Populated ,33,334,6227,No,Good ,Low,Buford
1665,Unpopulated,75,259,3924,No,Bad,High,Buford
1666,Populated ,51,426,7409,No,Good,Low,Buford
1667,Populated ,34,316,3769,Yes,Good,Low,Buford
1668,Unpopulated,31,175,1688,No,Good,Low,Buford
1669,Populated ,53,184,1993,yes,Good,Low,Buford
1670,Unpopulated,51,641,1414,No,Bad,Low,Buford
1671,Populated ,40,11,4643,No,Good,Low,Buford
1672,Unpopulated,78,600,2409,No,Bad,High,Buford
1673,Populated,62,51,8729,No,Good,Low,Philadelphia
1674,Unpopulated,30,187,8174,No,Bad,Low,Buford
1675,Populated,75,342,3712,No,Bad,High,Philadelphia
1676,Populated ,80,43,693,No,Good ,High,Buford
1677,Unpopulated,30,567,6485,No,Bad,Low,Buford
1678,Populated ,33,400,9471,No,Good,Low,Buford
1679,Populated ,66,425,258,No,Good,Low,Buford
1680,Unpopulated,50,430,7878,Yes,Good,Low,Buford
1681,Populated ,54,355,6290,No,Good,Low,Buford
1682,Unpopulated,36,44,291,yes,Bad,Low,Buford
1683,Populated ,37,484,6271,No,Good,Low,Buford
1684,Unpopulated,65,286,8617,No,Bad,Low,Buford
1685,Populated,65,519,8192,No,Good,Low,Philadelphia
1686,Unpopulated,35,664,38,No,Bad,Low,Buford
1687,Populated,67,488,10,No,Bad,Low,Philadelphia
1688,Populated ,57,639,4535,No,Good ,Low,Buford
1689,Unpopulated,56,521,1780,No,Bad,Low,Buford
1690,Populated ,30,532,1284,No,Good,Low,Buford
1691,Populated ,56,678,5472,No,Good,Low,Buford
1692,Unpopulated,80,680,8662,No,Good,High,Buford
1693,Populated ,75,115,3812,Yes,Good,High,Buford
1694,Unpopulated,76,265,3652,No,Bad,High,Buford
1695,Populated ,53,153,4951,yes,Good,Low,Buford
1696,Unpopulated,69,364,6825,No,Bad,High,Buford
1697,Populated,41,494,2745,No,Good,Low,Philadelphia
1698,Unpopulated,53,354,7427,No,Bad,Low,Buford
1699,Populated,79,177,4568,No,Bad,High,Philadelphia
1700,Populated ,57,452,3814,No,Good ,Low,Buford
1701,Unpopulated,69,14,7930,No,Bad,High,Buford
1702,Populated ,31,513,9296,No,Good,Low,Buford
1703,Populated ,47,637,8700,No,Good,Low,Buford
1704,Unpopulated,43,52,5758,No,Good,Low,Buford
1705,Populated ,72,686,6182,No,Good,High,Buford
1706,Unpopulated,74,377,5324,Yes,Bad,High,Buford
1707,Populated ,41,62,9997,No,Good,Low,Buford
1708,Unpopulated,68,536,3685,yes,Bad,Low,Buford
1709,Populated,48,198,6681,No,Good,Low,Philadelphia
1710,Unpopulated,37,244,7702,No,Bad,Low,Buford
1711,Populated,36,271,1027,No,Bad,Low,Philadelphia
1712,Populated ,49,225,3615,No,Good ,Low,Buford
1713,Unpopulated,47,476,8085,No,Bad,Low,Buford
1714,Populated ,38,241,9918,No,Good,Low,Buford
1715,Populated ,75,315,2719,No,Good,High,Buford
1716,Unpopulated,60,255,8848,No,Good,Low,Buford
1717,Populated ,63,596,1703,No,Good,Low,Buford
1718,Unpopulated,71,254,9947,No,Bad,High,Buford
1719,Populated ,64,174,4919,Yes,Good,Low,Buford
1720,Unpopulated,73,547,6754,No,Bad,High,Buford
1721,Populated,46,524,3896,yes,Good,Low,Philadelphia
1722,Unpopulated,63,164,631,No,Bad,Low,Buford
1723,Populated,43,175,3645,No,Bad,Low,Philadelphia
1724,Populated ,51,149,5179,No,Good ,Low,Buford
1725,Unpopulated,63,227,2516,No,Bad,Low,Buford
1726,Populated ,69,63,6807,No,Good,High,Buford
1727,Populated ,46,675,8178,No,Good,Low,Buford
1728,Unpopulated,70,194,2932,No,Good,High,Buford
1729,Populated ,62,520,8144,No,Good,Low,Buford
1730,Unpopulated,68,494,2588,No,Bad,Low,Buford
1731,Populated ,42,134,739,No,Good,Low,Buford
1732,Unpopulated,31,411,6902,Yes,Bad,Low,Buford
1733,Populated,80,674,8501,No,Good,High,Philadelphia
1734,Unpopulated,59,143,5416,yes,Bad,Low,Buford
1735,Populated,33,698,4598,No,Bad,Low,Philadelphia
1736,Populated ,80,152,8178,No,Good ,High,Buford
1737,Unpopulated,32,145,8296,No,Bad,Low,Buford
1738,Populated ,31,465,5759,No,Good,Low,Buford
1739,Populated ,68,16,1085,No,Good,Low,Buford
1740,Unpopulated,75,543,4713,No,Good,High,Buford
1741,Populated ,44,528,5697,No,Good,Low,Buford
1742,Unpopulated,73,608,1601,No,Bad,High,Buford
1743,Populated ,42,269,545,No,Good,Low,Buford
1744,Unpopulated,50,697,2428,No,Bad,Low,Buford
1745,Populated,48,63,1878,Yes,Good,Low,Philadelphia
1746,Unpopulated,36,450,779,No,Bad,Low,Buford
1747,Populated,59,521,7121,yes,Bad,Low,Philadelphia
1748,Populated ,80,691,4146,No,Good ,High,Buford
1749,Unpopulated,38,352,5413,No,Bad,Low,Buford
1750,Populated ,76,306,7996,No,Good,High,Buford
1751,Populated ,33,636,6516,No,Good,Low,Buford
1752,Unpopulated,31,552,2662,No,Good,Low,Buford
1753,Populated ,54,611,4707,No,Good,Low,Buford
1754,Unpopulated,43,224,8138,No,Bad,Low,Buford
1755,Populated ,36,389,4622,No,Good,Low,Buford
1756,Unpopulated,64,671,9158,No,Bad,Low,Buford
1757,Populated,34,36,1859,No,Good,Low,Philadelphia
1758,Unpopulated,35,325,6901,Yes,Bad,Low,Buford
1759,Populated,55,485,667,No,Bad,Low,Philadelphia
1760,Populated ,77,627,5985,yes,Good ,High,Buford
1761,Unpopulated,41,579,9072,No,Bad,Low,Buford
1762,Populated ,74,506,1158,No,Good,High,Buford
1763,Populated ,48,557,828,No,Good,Low,Buford
1764,Unpopulated,69,185,5532,No,Good,High,Buford
1765,Populated ,49,333,6343,No,Good,Low,Buford
1766,Unpopulated,34,147,9613,No,Bad,Low,Buford
1767,Populated ,42,680,2945,No,Good,Low,Buford
1768,Unpopulated,71,72,4847,No,Bad,High,Buford
1769,Populated,36,71,1037,No,Good,Low,Philadelphia
1770,Unpopulated,54,338,900,No,Bad,Low,Buford
1771,Populated,80,90,2282,Yes,Bad,High,Philadelphia
1772,Populated ,46,358,340,No,Good ,Low,Buford
1773,Unpopulated,36,371,7270,yes,Bad,Low,Buford
1774,Populated ,65,236,8885,No,Good,Low,Buford
1775,Populated ,68,263,8442,No,Good,Low,Buford
1776,Unpopulated,57,61,2372,No,Good,Low,Buford
1777,Populated ,57,674,3302,No,Good,Low,Buford
1778,Unpopulated,49,559,8583,No,Bad,Low,Buford
1779,Populated ,64,260,7887,No,Good,Low,Buford
1780,Unpopulated,44,315,8349,No,Bad,Low,Buford
1781,Populated,78,267,9813,No,Good,High,Philadelphia
1782,Unpopulated,58,57,1342,No,Bad,Low,Buford
1783,Populated,79,520,6497,No,Bad,High,Philadelphia
1784,Populated ,73,577,9347,Yes,Good ,High,Buford
1785,Unpopulated,33,484,7781,No,Bad,Low,Buford
1786,Populated ,40,174,7715,yes,Good,Low,Buford
1787,Populated ,61,8,6409,No,Good,Low,Buford
1788,Unpopulated,41,600,5072,No,Good,Low,Buford
1789,Populated ,53,60,3393,No,Good,Low,Buford
1790,Unpopulated,44,548,6087,No,Bad,Low,Buford
1791,Populated ,70,427,3681,No,Good ,High,Buford
1792,Unpopulated,31,515,5233,No,Bad,Low,Buford
1793,Populated ,58,565,2099,No,Good,Low,Buford
1794,Populated ,68,340,8626,No,Good,Low,Buford
1795,Unpopulated,67,210,6387,No,Good,Low,Buford
1796,Populated ,35,284,2126,No,Good,Low,Buford
1797,Unpopulated,75,98,211,No,Bad,High,Buford
1798,Populated ,64,237,9295,No,Good,Low,Buford
1799,Unpopulated,37,218,9194,No,Bad,Low,Buford
1800,Populated,70,650,6063,No,Good,High,Philadelphia
1801,Unpopulated,58,198,615,Yes,Bad,Low,Buford
1802,Populated,80,171,7722,No,Bad,High,Philadelphia
1803,Populated ,36,324,6365,yes,Good ,Low,Buford
1804,Unpopulated,80,387,2526,No,Bad,High,Buford
1805,Populated ,62,662,7849,No,Good,Low,Buford
1806,Populated ,39,589,5360,No,Good,Low,Buford
1807,Unpopulated,53,567,8058,No,Good,Low,Buford
1808,Populated ,32,574,37,No,Good,Low,Buford
1809,Unpopulated,42,84,3774,No,Bad,Low,Buford
1810,Populated ,31,698,5842,No,Good,Low,Buford
1811,Unpopulated,57,689,8692,No,Bad,Low,Buford
1812,Populated,49,608,4827,No,Good,Low,Philadelphia
1813,Unpopulated,38,512,7858,No,Bad,Low,Buford
1814,Populated,67,18,23,Yes,Bad,Low,Philadelphia
1815,Populated ,30,499,5267,No,Good ,Low,Buford
1816,Unpopulated,30,410,6614,yes,Bad,Low,Buford
1817,Populated ,57,699,7789,No,Good,Low,Buford
1818,Populated ,44,345,9475,No,Good,Low,Buford
1819,Unpopulated,33,637,3895,No,Good,Low,Buford
1820,Populated ,35,332,6512,No,Good,Low,Buford
1821,Unpopulated,33,60,7218,No,Bad,Low,Buford
1822,Populated ,50,107,9856,No,Good,Low,Buford
1823,Unpopulated,73,359,1346,No,Bad,High,Buford
1824,Populated,63,516,751,No,Good,Low,Philadelphia
1825,Unpopulated,36,443,7647,No,Bad,Low,Buford
1826,Populated,67,594,9833,No,Bad,Low,Philadelphia
1827,Populated ,45,620,7898,Yes,Good ,Low,Buford
1828,Unpopulated,33,10,5897,No,Bad,Low,Buford
1829,Populated ,52,38,5437,yes,Good,Low,Buford
1830,Populated ,43,310,1038,No,Good,Low,Buford
1831,Unpopulated,42,526,3572,No,Good,Low,Buford
1832,Populated ,79,195,3859,No,Good,High,Buford
1833,Unpopulated,54,34,8049,No,Bad,Low,Buford
1834,Populated ,69,90,8772,No,Good,High,Buford
1835,Unpopulated,39,60,3385,No,Bad,Low,Buford
1836,Populated,41,552,9992,No,Good,Low,Philadelphia
1837,Unpopulated,58,567,1891,No,Bad,Low,Buford
1838,Populated,80,87,508,No,Bad,High,Philadelphia
1839,Populated ,69,580,280,No,Good ,High,Buford
1840,Unpopulated,38,580,6810,Yes,Bad,Low,Buford
1841,Populated ,51,223,559,No,Good,Low,Buford
1842,Populated ,64,415,9551,yes,Good,Low,Buford
1843,Unpopulated,30,148,7248,No,Good,Low,Buford
1844,Populated ,36,429,5972,No,Good,Low,Buford
1845,Unpopulated,56,64,9202,No,Bad,Low,Buford
1846,Populated ,55,30,3894,No,Good,Low,Buford
1847,Unpopulated,60,432,2793,No,Bad,Low,Buford
1848,Populated,77,205,4113,No,Good,High,Philadelphia
1849,Unpopulated,41,486,7861,No,Bad,Low,Buford
1850,Populated,66,117,4364,No,Bad,Low,Philadelphia
1851,Populated ,58,631,5966,No,Good ,Low,Buford
1852,Unpopulated,60,607,5097,No,Bad,Low,Buford
1853,Populated ,54,456,5161,Yes,Good,Low,Buford
1854,Populated ,49,420,6938,No,Good,Low,Buford
1855,Unpopulated,38,188,8417,yes,Good,Low,Buford
1856,Populated ,60,679,9374,No,Good,Low,Buford
1857,Unpopulated,38,159,737,No,Bad,Low,Buford
1858,Populated ,77,311,4343,No,Good,High,Buford
1859,Unpopulated,63,43,8312,No,Bad,Low,Buford
1860,Populated,55,661,7247,No,Good,Low,Philadelphia
1861,Unpopulated,65,348,1437,No,Bad,Low,Buford
1862,Populated,64,414,4090,No,Bad,Low,Philadelphia
1863,Populated ,33,334,6227,No,Good ,Low,Buford
1864,Unpopulated,75,259,3924,No,Bad,High,Buford
1865,Populated ,51,426,7409,No,Good,Low,Buford
1866,Populated ,34,316,3769,Yes,Good,Low,Buford
1867,Unpopulated,31,175,1688,No,Good,Low,Buford
1868,Populated ,53,184,1993,yes,Good,Low,Buford
1869,Unpopulated,51,641,1414,No,Bad,Low,Buford
1870,Populated ,40,11,4643,No,Good,Low,Buford
1871,Unpopulated,78,600,2409,No,Bad,High,Buford
1872,Populated,62,51,8729,No,Good,Low,Philadelphia
1873,Unpopulated,30,187,8174,No,Bad,Low,Buford
1874,Populated,75,342,3712,No,Bad,High,Philadelphia
1875,Populated ,80,43,693,No,Good ,High,Buford
1876,Unpopulated,30,567,6485,No,Bad,Low,Buford
1877,Populated ,33,400,9471,No,Good,Low,Buford
1878,Populated ,66,425,258,No,Good,Low,Buford
1879,Unpopulated,50,430,7878,Yes,Good,Low,Buford
1880,Populated ,54,355,6290,No,Good,Low,Buford
1881,Unpopulated,36,44,291,yes,Bad,Low,Buford
1882,Populated ,37,484,6271,No,Good,Low,Buford
1883,Unpopulated,65,286,8617,No,Bad,Low,Buford
1884,Populated,65,519,8192,No,Good,Low,Philadelphia
1885,Unpopulated,35,664,38,No,Bad,Low,Buford
1886,Populated,67,488,10,No,Bad,Low,Philadelphia
1887,Populated ,57,639,4535,No,Good ,Low,Buford
1888,Unpopulated,56,521,1780,No,Bad,Low,Buford
1889,Populated ,30,532,1284,No,Good,Low,Buford
1890,Populated ,56,678,5472,No,Good,Low,Buford
1891,Unpopulated,80,680,8662,No,Good,High,Buford
1892,Populated ,75,115,3812,Yes,Good,High,Buford
1893,Unpopulated,76,265,3652,No,Bad,High,Buford
1894,Populated ,53,153,4951,yes,Good,Low,Buford
1895,Unpopulated,69,364,6825,No,Bad,High,Buford
1896,Populated,41,494,2745,No,Good,Low,Philadelphia
1897,Unpopulated,53,354,7427,No,Bad,Low,Buford
1898,Populated,79,177,4568,No,Bad,High,Philadelphia
1899,Populated ,57,452,3814,No,Good ,Low,Buford
1900,Unpopulated,69,14,7930,No,Bad,High,Buford
1901,Populated ,31,513,9296,No,Good,Low,Buford
1902,Populated ,47,637,8700,No,Good,Low,Buford
1903,Unpopulated,43,52,5758,No,Good,Low,Buford
1904,Populated ,72,686,6182,No,Good,High,Buford
1905,Unpopulated,74,377,5324,Yes,Bad,High,Buford
1906,Populated ,41,62,9997,No,Good,Low,Buford
1907,Unpopulated,68,536,3685,yes,Bad,Low,Buford
1908,Populated,48,198,6681,No,Good,Low,Philadelphia
1909,Unpopulated,37,244,7702,No,Bad,Low,Buford
1910,Populated,36,271,1027,No,Bad,Low,Philadelphia
1911,Populated ,49,225,3615,No,Good ,Low,Buford
1912,Unpopulated,47,476,8085,No,Bad,Low,Buford
1913,Populated ,38,241,9918,No,Good,Low,Buford
1914,Populated ,75,315,2719,No,Good,High,Buford
1915,Unpopulated,60,255,8848,No,Good,Low,Buford
1916,Populated ,63,596,1703,No,Good,Low,Buford
1917,Unpopulated,71,254,9947,No,Bad,High,Buford
1918,Populated ,64,174,4919,Yes,Good,Low,Buford
1919,Unpopulated,73,547,6754,No,Bad,High,Buford
1920,Populated,46,524,3896,yes,Good,Low,Philadelphia
1921,Unpopulated,63,164,631,No,Bad,Low,Buford
1922,Populated,43,175,3645,No,Bad,Low,Philadelphia
1923,Populated ,51,149,5179,No,Good ,Low,Buford
1924,Unpopulated,63,227,2516,No,Bad,Low,Buford
1925,Populated ,69,63,6807,No,Good,High,Buford
1926,Populated ,46,675,8178,No,Good,Low,Buford
1927,Unpopulated,70,194,2932,No,Good,High,Buford
1928,Populated ,62,520,8144,No,Good,Low,Buford
1929,Unpopulated,68,494,2588,No,Bad,Low,Buford
1930,Populated ,42,134,739,No,Good,Low,Buford
1931,Unpopulated,31,411,6902,Yes,Bad,Low,Buford
1932,Populated,80,674,8501,No,Good,High,Philadelphia
1933,Unpopulated,59,143,5416,yes,Bad,Low,Buford
1934,Populated,33,698,4598,No,Bad,Low,Philadelphia
1935,Populated ,80,152,8178,No,Good ,High,Buford
1936,Unpopulated,32,145,8296,No,Bad,Low,Buford
1937,Populated ,31,465,5759,No,Good,Low,Buford
1938,Populated ,68,16,1085,No,Good,Low,Buford
1939,Unpopulated,75,543,4713,No,Good,High,Buford
1940,Populated ,44,528,5697,No,Good,Low,Buford
1941,Unpopulated,73,608,1601,No,Bad,High,Buford
1942,Populated ,42,269,545,No,Good,Low,Buford
1943,Unpopulated,50,697,2428,No,Bad,Low,Buford
1944,Populated,48,63,1878,Yes,Good,Low,Philadelphia
1945,Unpopulated,36,450,779,No,Bad,Low,Buford
1946,Populated,59,521,7121,yes,Bad,Low,Philadelphia
1947,Populated ,80,691,4146,No,Good ,High,Buford
1948,Unpopulated,38,352,5413,No,Bad,Low,Buford
1949,Populated ,76,306,7996,No,Good,High,Buford
1950,Populated ,33,636,6516,No,Good,Low,Buford
1951,Unpopulated,31,552,2662,No,Good,Low,Buford
1952,Populated ,54,611,4707,No,Good,Low,Buford
1953,Unpopulated,43,224,8138,No,Bad,Low,Buford
1954,Populated ,36,389,4622,No,Good,Low,Buford
1955,Unpopulated,64,671,9158,No,Bad,Low,Buford
1956,Populated,34,36,1859,No,Good,Low,Philadelphia
1957,Unpopulated,35,325,6901,Yes,Bad,Low,Buford
1958,Populated,55,485,667,No,Bad,Low,Philadelphia
1959,Populated ,77,627,5985,yes,Good ,High,Buford
1960,Unpopulated,41,579,9072,No,Bad,Low,Buford
1961,Populated ,74,506,1158,No,Good,High,Buford
1962,Populated ,48,557,828,No,Good,Low,Buford
1963,Unpopulated,69,185,5532,No,Good,High,Buford
1964,Populated ,49,333,6343,No,Good,Low,Buford
1965,Unpopulated,34,147,9613,No,Bad,Low,Buford
1966,Populated ,42,680,2945,No,Good,Low,Buford
1967,Unpopulated,71,72,4847,No,Bad,High,Buford
1968,Populated,36,71,1037,No,Good,Low,Philadelphia
1969,Unpopulated,54,338,900,No,Bad,Low,Buford
1970,Populated,80,90,2282,Yes,Bad,High,Philadelphia
1971,Populated ,46,358,340,No,Good ,Low,Buford
1972,Unpopulated,36,371,7270,yes,Bad,Low,Buford
1973,Populated ,65,236,8885,No,Good,Low,Buford
1974,Populated ,68,263,8442,No,Good,Low,Buford
1975,Unpopulated,57,61,2372,No,Good,Low,Buford
1976,Populated ,57,674,3302,No,Good,Low,Buford
1977,Unpopulated,49,559,8583,No,Bad,Low,Buford
1978,Populated ,64,260,7887,No,Good,Low,Buford
1979,Unpopulated,44,315,8349,No,Bad,Low,Buford
1980,Populated,78,267,9813,No,Good,High,Philadelphia
1981,Unpopulated,58,57,1342,No,Bad,Low,Buford
1982,Populated,79,520,6497,No,Bad,High,Philadelphia
1983,Populated ,73,577,9347,Yes,Good ,High,Buford
1984,Unpopulated,33,484,7781,No,Bad,Low,Buford
1985,Populated ,40,174,7715,yes,Good,Low,Buford
